machines,crash_time,analytical,avg_queue
5,743048.3433684073,4.0e6,8.479748874946891e-5
10,29970.503308674517,4.0e6,0.000717155828471161
20,2658.151859533578,4.0e6,0.004733489405442862
30,476.44877836096595,4.0e6,0.027965694172507355
