t,S,I,R
12.089577164039635,383,252,365
12.100691193861131,382,253,365
12.111765018401744,381,254,365
12.117098294391637,380,255,365
12.121731997987691,379,256,365
12.124690523491621,378,257,365
12.154516683987374,377,258,365
12.163648630176638,377,257,366
12.169903397684067,376,258,366
12.178575685738508,375,259,366
12.19082672243219,375,258,367
12.192845617464478,374,259,367
12.195458066461129,374,258,368
12.196834669775015,373,259,368
12.206926615114565,372,260,368
12.209607872957553,371,261,368
12.210720589035986,371,260,369
12.219449712561895,370,261,369
12.220926935740962,369,262,369
12.238930572037292,368,263,369
12.248470645141769,367,264,369
12.255633096186482,367,263,370
12.26649483180333,367,262,371
12.285316659608167,366,263,371
12.286269438591585,366,262,372
12.299932227837138,366,261,373
12.315649625666373,365,262,373
12.318020119728747,365,261,374
12.320344784990432,365,260,375
12.324202101253103,365,259,376
12.324824786590643,365,258,377
12.339246054421658,365,257,378
12.37385459824733,364,258,378
12.386318698298549,364,257,379
12.401627418033893,364,256,380
12.410875059128921,364,255,381
12.411363226539102,364,254,382
12.417889575904926,363,255,382
12.424351586692902,362,256,382
12.428453359147086,362,255,383
12.440533168979815,362,254,384
12.471958775641182,361,255,384
12.505149578969782,361,254,385
12.520888853206976,360,255,385
12.523688727389713,360,254,386
12.523853260242703,359,255,386
12.556388574959804,358,256,386
12.55843090195224,357,257,386
12.559948218417624,356,258,386
12.561036875983053,355,259,386
12.564146836681394,355,258,387
12.56589945105884,355,257,388
12.576465954947821,355,256,389
12.589369534779603,355,255,390
12.599388034914504,355,254,391
12.59962344120303,355,253,392
12.599925440032806,355,252,393
12.60027263160428,355,251,394
12.608616959826664,355,250,395
12.621575855868892,354,251,395
12.626714219762073,353,252,395
12.62675077933276,352,253,395
12.632946229433855,352,252,396
12.634500933386185,351,253,396
12.645622121726026,350,254,396
12.654503261814524,349,255,396
12.67682826821684,348,256,396
12.67793513012805,347,257,396
12.68025087917876,346,258,396
12.70041509706899,345,259,396
12.741943810392215,344,260,396
12.745819813366841,344,259,397
12.753874366483366,343,260,397
12.756096311674362,343,259,398
12.765065243354682,343,258,399
12.768880584920563,342,259,399
12.77135053710609,342,258,400
12.78020450222576,342,257,401
12.783017719837051,342,256,402
12.814279730218683,341,257,402
12.824895145366682,340,258,402
12.82734498507504,340,257,403
12.829404991259597,339,258,403
12.834292756685622,339,257,404
12.842391339838086,338,258,404
12.844027372994253,338,257,405
12.851074834985235,337,258,405
12.853747568182643,337,257,406
12.856844196198184,336,258,406
12.868247650425118,335,259,406
12.874836235494342,335,258,407
12.881996197964295,334,259,407
12.902115465578863,334,258,408
12.903410099166253,333,259,408
12.921710036077732,332,260,408
12.93598955923138,332,259,409
12.940950660917496,332,258,410
12.966338577429298,332,257,411
12.968837845641156,331,258,411
12.969944536577197,330,259,411
12.980096723781397,330,258,412
13.003638026758987,329,259,412
13.019220822783598,329,258,413
13.020850911478554,328,259,413
13.044239557449917,328,258,414
13.058328606521902,328,257,415
13.06124096103541,328,256,416
13.083134259594125,328,255,417
13.091560919010735,327,256,417
13.093944761746256,327,255,418
13.09877689439867,327,254,419
13.099142927922236,326,255,419
13.11474869522113,326,254,420
13.116331144398652,325,255,420
13.15340128653145,324,256,420
13.154978589084967,323,257,420
13.1715966689465,323,256,421
13.177193598741695,322,257,421
13.185207158314519,322,256,422
13.189914358939177,322,255,423
13.196075858298425,322,254,424
13.209410528247052,321,255,424
13.21757758802374,321,254,425
13.228093716591442,320,255,425
13.230008555272263,319,256,425
13.23695613723572,318,257,425
13.24288008307438,318,256,426
13.25038204336979,318,255,427
13.251015001642374,318,254,428
13.256124784228149,317,255,428
13.256917950095323,316,256,428
13.259067436521912,316,255,429
13.263007769793791,316,254,430
13.26714621491336,316,253,431
13.276648514484863,315,254,431
13.287676825673028,315,253,432
13.293677207044325,315,252,433
13.29414336656541,315,251,434
13.301580887836845,315,250,435
13.313212048020217,315,249,436
13.340807057929831,315,248,437
13.350032686265347,314,249,437
13.399184158085003,313,250,437
13.40425975552268,313,249,438
13.407804377693495,312,250,438
13.407889382007404,312,249,439
13.419942820091164,311,250,439
13.468807560085773,310,251,439
13.47670605204941,309,252,439
13.485371210703951,308,253,439
13.490782872701667,308,252,440
13.496475271430535,307,253,440
13.516833394865555,307,252,441
13.528602144998063,306,253,441
13.534314538129621,306,252,442
13.549810010445968,305,253,442
13.551381725454018,304,254,442
13.551402916606301,303,255,442
13.55506477043205,302,256,442
13.567501908262221,301,257,442
13.571175297671845,300,258,442
13.587407703777723,299,259,442
13.589967642539673,299,258,443
13.598748298061377,299,257,444
13.608644296868833,299,256,445
13.609561561159168,298,257,445
13.609851517859124,297,258,445
13.62241173695702,297,257,446
13.636933587976607,297,256,447
13.648427856575271,297,255,448
13.656425265552619,297,254,449
13.679764651428108,296,255,449
13.696324393454223,295,256,449
13.709725105290818,295,255,450
13.712857599561943,294,256,450
13.723125801248502,294,255,451
13.727676618361137,294,254,452
13.730829058699857,294,253,453
13.731589879801305,293,254,453
13.760655199399073,293,253,454
13.80099204569431,292,254,454
13.804312814220191,292,253,455
13.819122731870392,291,254,455
13.822241895538127,290,255,455
13.841877285782678,290,254,456
13.845774494066493,289,255,456
13.852501624134511,289,254,457
13.85292638644732,288,255,457
13.85532773677935,287,256,457
13.86174325912848,287,255,458
13.869102522880716,287,254,459
13.87702899352035,287,253,460
13.884231432538929,287,252,461
13.894523322869153,287,251,462
13.900213339700393,287,250,463
13.913973920237785,286,251,463
13.922600045325874,286,250,464
13.925002379276767,285,251,464
13.925509643338609,284,252,464
13.92993707422079,284,251,465
13.939660905533728,284,250,466
13.943186340566116,283,251,466
13.946059701819213,282,252,466
13.959431963587106,282,251,467
13.961839793829506,282,250,468
13.96901279941065,282,249,469
13.981169796449578,281,250,469
14.03303756216393,280,251,469
14.033296157803132,280,250,470
14.035760109511529,280,249,471
14.036830643237751,279,250,471
14.03836586352644,279,249,472
14.047099869797027,279,248,473
14.053510187750861,279,247,474
14.063544148578131,279,246,475
14.064085227286201,278,247,475
14.084042334625662,277,248,475
14.093136630924112,277,247,476
14.09978078197812,276,248,476
14.106635140153886,275,249,476
14.114379701491751,274,250,476
14.121092480934173,273,251,476
14.136610026952182,272,252,476
14.151320202275315,271,253,476
14.154999609030046,270,254,476
14.155660652966242,269,255,476
14.161630593819517,269,254,477
14.186428560806172,268,255,477
14.193891818116091,268,254,478
14.20035606349899,268,253,479
14.204837810942957,267,254,479
14.209349303150715,267,253,480
14.212533022745465,267,252,481
14.213546216111975,267,251,482
14.215372334749322,267,250,483
14.218687004257538,267,249,484
14.269269117412598,267,248,485
14.279749738703908,266,249,485
14.280841903892256,266,248,486
14.295063054385691,266,247,487
14.313144066309423,265,248,487
14.338681483791923,264,249,487
14.341749000122178,263,250,487
14.361117027911842,263,249,488
14.365090764619366,263,248,489
14.369902066824666,263,247,490
14.382824099695632,263,246,491
14.385885530767947,263,245,492
14.461700460786155,263,244,493
14.475836043431302,263,243,494
14.55780056494765,262,244,494
14.559349130125506,261,245,494
14.575647164856704,261,244,495
14.582111156392784,260,245,495
14.58803065282382,259,246,495
14.589150493823595,259,245,496
14.611549873433086,258,246,496
14.627776808711433,258,245,497
14.631895532636275,257,246,497
14.67256832813547,257,245,498
14.677489490865478,256,246,498
14.682180757815331,256,245,499
14.685116392909066,256,244,500
14.69707980777127,255,245,500
14.739826906878791,254,246,500
14.74607095423357,254,245,501
14.752304611060078,253,246,501
14.753512766625699,252,247,501
14.76175734469436,251,248,501
14.764988092959618,251,247,502
14.767684435756912,251,246,503
14.768853265791714,251,245,504
14.779485518425865,250,246,504
14.792935232876458,249,247,504
14.838194884175646,249,246,505
14.847133633430145,248,247,505
14.858258613839254,248,246,506
14.861720034271416,248,245,507
14.891562900776279,247,246,507
14.921950989034501,246,247,507
14.925022300643322,246,246,508
14.929680491531464,245,247,508
14.935298182512174,244,248,508
14.949163278596608,244,247,509
14.95235649862502,244,246,510
14.960582485767157,244,245,511
14.96266927199556,243,246,511
14.982123017859006,242,247,511
14.998767981607058,242,246,512
15.006585522572937,242,245,513
15.00869571103792,242,244,514
15.018663298442826,241,245,514
15.018791338401252,240,246,514
15.024580060788592,239,247,514
15.02671577082148,238,248,514
15.048241039778805,238,247,515
15.050674089632587,237,248,515
15.072215596820158,237,247,516
15.077612375825188,236,248,516
15.088355784392185,235,249,516
15.098058281432744,235,248,517
15.101304012909925,235,247,518
15.113091400514492,234,248,518
15.123793229473646,233,249,518
15.129522282281894,233,248,519
15.135407172310977,232,249,519
15.148189184466597,231,250,519
15.153601830400307,231,249,520
15.157200649544814,231,248,521
15.161093151569741,230,249,521
15.17825046261091,230,248,522
15.192005481152847,230,247,523
15.200794120647192,230,246,524
15.205885218001264,230,245,525
15.211112104008164,230,244,526
15.218359648061654,230,243,527
15.219138172717381,230,242,528
15.236505689769984,229,243,528
15.237337802943838,229,242,529
15.247658618985932,228,243,529
15.2584512800593,227,244,529
15.275616132969146,227,243,530
15.277999853925154,227,242,531
15.281300426075896,227,241,532
15.282265319023045,226,242,532
15.283277283274455,225,243,532
15.287342493271586,224,244,532
15.323695923904049,223,245,532
15.35166504250863,223,244,533
15.355113895252789,223,243,534
15.355577277474977,222,244,534
15.361018229002259,221,245,534
15.37402356891463,220,246,534
15.380268716056614,219,247,534
15.388722476678613,218,248,534
15.431529366640996,217,249,534
15.434949716918412,216,250,534
15.437592180378946,215,251,534
15.45227358146509,215,250,535
15.453845500958087,214,251,535
15.464237941626044,213,252,535
15.46846312128474,212,253,535
15.47319803903854,212,252,536
15.484908668813148,211,253,536
15.485918984407737,210,254,536
15.498134036647272,209,255,536
15.517267735185845,209,254,537
15.521009283074179,208,255,537
15.545027623379804,207,256,537
15.561204077398019,207,255,538
15.569242448088104,206,256,538
15.577265982271848,205,257,538
15.62372394621091,205,256,539
15.629733591306838,205,255,540
15.629878063851162,205,254,541
15.667173829615274,205,253,542
15.680559382205468,205,252,543
15.686419078318567,205,251,544
15.705143025980044,204,252,544
15.705332554414218,204,251,545
15.718275770912703,203,252,545
15.72018793899416,203,251,546
15.76231881872853,203,250,547
15.777784233581853,202,251,547
15.814130909445847,201,252,547
15.815138966096093,201,251,548
15.822290579338832,201,250,549
15.831376722437206,201,249,550
15.833158568562428,201,248,551
15.840205432638744,200,249,551
15.841672559802337,200,248,552
15.842697961000722,199,249,552
15.870855892291374,199,248,553
15.877208413683427,199,247,554
15.88198642334945,198,248,554
15.92374720256341,197,249,554
15.955874468498186,197,248,555
15.958029910584122,196,249,555
15.958620930949522,196,248,556
15.96283176766422,196,247,557
15.963024136405183,196,246,558
15.982220824181308,196,245,559
15.986651654420571,195,246,559
16.012052195606753,194,247,559
16.03613202341406,193,248,559
16.04679009206542,192,249,559
16.05044066884012,192,248,560
16.063317782847523,192,247,561
16.073547212839188,192,246,562
16.0781732407549,192,245,563
16.080436203110207,191,246,563
16.0943490451181,191,245,564
16.101624585893326,191,244,565
16.12379155232032,191,243,566
16.133169057037442,191,242,567
16.138844905349156,191,241,568
16.16521774754013,190,242,568
16.166279430851763,190,241,569
16.17231043444412,189,242,569
16.195431700734805,189,241,570
16.20674286802982,189,240,571
16.23439127543722,188,241,571
16.23612512273787,187,242,571
16.24279289338353,186,243,571
16.254671224712265,185,244,571
16.280503643260197,184,245,571
16.297718503286475,183,246,571
16.3403178180888,183,245,572
16.365405573233797,182,246,572
16.37559276499193,181,247,572
16.380363429655233,181,246,573
16.390939904408317,180,247,573
16.42342403366542,180,246,574
16.437977641686334,180,245,575
16.44153210540732,180,244,576
16.443990632671788,180,243,577
16.44825722443997,179,244,577
16.465452598150513,179,243,578
16.474843639343355,178,244,578
16.478450873100034,177,245,578
16.485079674227993,177,244,579
16.494163122260055,177,243,580
16.498932505694516,176,244,580
16.508199668930285,176,243,581
16.509170336023747,176,242,582
16.510134609383226,176,241,583
16.544287236054,175,242,583
16.547919969812234,174,243,583
16.571407902134595,174,242,584
16.618907259058254,174,241,585
16.619215647963138,173,242,585
16.632336962074362,172,243,585
16.633814205888672,172,242,586
16.649803512040997,172,241,587
16.6770985572443,171,242,587
16.68058004450606,171,241,588
16.682741645097977,171,240,589
16.700402365787994,171,239,590
16.70636568293959,170,240,590
16.70920200791636,169,241,590
16.712284200328387,169,240,591
16.71898283591348,168,241,591
16.724899948988348,168,240,592
16.737775198520907,167,241,592
16.770375739211676,166,242,592
16.772390868762393,165,243,592
16.77803336409461,165,242,593
16.781676555610996,165,241,594
16.78963729446136,165,240,595
16.795907347092378,165,239,596
16.802236424587345,165,238,597
16.802674394336073,165,237,598
16.831491839777602,164,238,598
16.83431561530179,163,239,598
16.845501727749983,162,240,598
16.915095017864257,161,241,598
16.918227123268313,160,242,598
16.945521748474896,160,241,599
16.955377701070123,159,242,599
16.977009098585746,159,241,600
16.99069071135516,159,240,601
16.996625072476483,159,239,602
17.009718783824468,158,240,602
17.025789039128824,158,239,603
17.085432013469845,158,238,604
17.123234528346565,158,237,605
17.1350892203656,157,238,605
17.14346470133637,157,237,606
17.157321880873344,157,236,607
17.15969678566733,157,235,608
17.179458188444983,157,234,609
17.19925885689893,157,233,610
17.203819113813232,157,232,611
17.218402248775273,157,231,612
17.22120118327358,156,232,612
17.231120267649676,155,233,612
17.239441925353724,155,232,613
17.239609413076884,155,231,614
17.25633256269461,155,230,615
17.259822250326046,154,231,615
17.26593416291051,154,230,616
17.266620546952844,154,229,617
17.26879797850488,154,228,618
17.297452293887513,153,229,618
17.308296365466635,153,228,619
17.316304775933126,153,227,620
17.328723879422053,153,226,621
17.33488546709745,153,225,622
17.338703603622015,152,226,622
17.346561645983996,151,227,622
17.39114234691512,151,226,623
17.41446054862228,151,225,624
17.421702397379818,151,224,625
17.436501682436113,151,223,626
17.447057489565033,151,222,627
17.486165036984648,150,223,627
17.50602301249466,150,222,628
17.5088583135725,150,221,629
17.5121554226306,150,220,630
17.51931481253581,149,221,630
17.53729995988737,149,220,631
17.541261110840097,149,219,632
17.5459419517139,148,220,632
17.5464407092389,148,219,633
17.560095475571092,148,218,634
17.57028392286304,148,217,635
17.57919599363377,147,218,635
17.58950248534716,147,217,636
17.60140503651156,146,218,636
17.601670012848917,145,219,636
17.61237613145732,145,218,637
17.619786810384827,145,217,638
17.622147966723464,145,216,639
17.624900668714055,144,217,639
17.630488274023968,144,216,640
17.630827156409733,144,215,641
17.67165132056227,143,216,641
17.67208318414413,142,217,641
17.675764712990798,141,218,641
17.722679245337304,140,219,641
17.733406449918593,140,218,642
17.788346740933914,139,219,642
17.79923235230651,139,218,643
17.800633291279564,139,217,644
17.806308183659983,138,218,644
17.823855790918806,138,217,645
17.868487616074468,137,218,645
17.870365448012926,137,217,646
17.883989112507674,137,216,647
17.89614944676218,137,215,648
17.912403926503835,136,216,648
17.937778217014667,136,215,649
17.94144249203837,136,214,650
17.956721106133415,136,213,651
17.95863577315315,135,214,651
17.97822655917967,134,215,651
17.99160902688597,134,214,652
18.0104416933086,133,215,652
18.013248975345885,132,216,652
18.045762586393447,132,215,653
18.057338437821336,132,214,654
18.06186792788131,132,213,655
18.070098442183003,132,212,656
18.084320418926797,131,213,656
18.101896652020873,131,212,657
18.117827294248933,131,211,658
18.130715300439977,131,210,659
18.146567944473176,130,211,659
18.168405364294664,129,212,659
18.175372791410947,129,211,660
18.18300971948199,128,212,660
18.203552848844367,128,211,661
18.204813266074478,128,210,662
18.216878124755297,128,209,663
18.243083451121322,128,208,664
18.26614156329047,128,207,665
18.276156190141503,128,206,666
18.29085830781004,128,205,667
18.364317222794746,128,204,668
18.368590524358183,128,203,669
18.372170790652962,128,202,670
18.38866098364105,127,203,670
18.408368967212667,126,204,670
18.42513465279805,126,203,671
18.438467622232984,126,202,672
18.43884877522157,126,201,673
18.439504593732387,126,200,674
18.47266696148026,125,201,674
18.474964654016876,125,200,675
18.527142510091267,125,199,676
18.53849576693101,124,200,676
18.53863953471822,124,199,677
18.546745623001158,124,198,678
18.549787768578817,124,197,679
18.562490305219807,123,198,679
18.564191699298277,123,197,680
18.610600073690083,123,196,681
18.615292925500274,122,197,681
18.623445394270416,122,196,682
18.64089603666259,121,197,682
18.655684109020257,120,198,682
18.661835024097936,120,197,683
18.703089488236458,120,196,684
18.754101280953893,120,195,685
18.76251318473653,120,194,686
18.76676338228367,120,193,687
18.790521200456574,120,192,688
18.795434220792224,120,191,689
18.822763194954536,120,190,690
18.82757424291294,120,189,691
18.829632185572187,120,188,692
18.840167150713675,120,187,693
18.840980874503742,120,186,694
18.851090188700525,119,187,694
18.863786901240722,119,186,695
18.864162484592214,119,185,696
18.871479451148346,119,184,697
18.880975103260436,118,185,697
18.88289585246189,118,184,698
18.885362359853303,118,183,699
18.890974965133275,118,182,700
18.92678831553258,118,181,701
18.93599197005964,117,182,701
18.939643547259475,117,181,702
18.947615181285343,116,182,702
18.957184611865774,116,181,703
18.97153573315224,116,180,704
18.985674122065678,116,179,705
18.999129055576724,116,178,706
19.0036579631234,116,177,707
19.019314582822968,116,176,708
19.030768948272286,116,175,709
19.031669602380216,116,174,710
19.040491605873914,116,173,711
19.067438812458363,116,172,712
19.080135690093382,116,171,713
19.108377941502223,116,170,714
19.11350637343223,115,171,714
19.156134439475316,115,170,715
19.15786227019192,115,169,716
19.15937819318588,115,168,717
19.16072010496307,115,167,718
19.163653675925076,115,166,719
19.17872863190158,115,165,720
19.182232008921535,115,164,721
19.18346803008683,115,163,722
19.187876867664087,115,162,723
19.19206418056514,115,161,724
19.200358019138697,115,160,725
19.244747586386666,115,159,726
19.2715323416749,115,158,727
19.29430073999802,115,157,728
19.3017072860158,115,156,729
19.303386734416044,115,155,730
19.35707974961487,115,154,731
19.39386950598133,115,153,732
19.39931199322729,115,152,733
19.40943833037978,114,153,733
19.464341382164804,114,152,734
19.46653189597684,113,153,734
19.4785939659589,112,154,734
19.48758981590875,112,153,735
19.521204867448496,112,152,736
19.538185220551007,112,151,737
19.54106347138457,111,152,737
19.544303428512592,110,153,737
19.54746874490636,109,154,737
19.60445744305532,108,155,737
19.62403222628913,108,154,738
19.62831358723849,108,153,739
19.73992483849353,108,152,740
19.76398234356571,107,153,740
19.782698453019574,107,152,741
19.790828368570768,106,153,741
19.8143828104861,106,152,742
19.814754126274806,106,151,743
19.824306665617893,105,152,743
19.85055440380246,104,153,743
19.85140786818516,104,152,744
19.859527807661735,104,151,745
19.88116235057083,104,150,746
19.881871047107087,104,149,747
19.95864252350742,104,148,748
19.965971424040678,104,147,749
19.984714139186824,103,148,749
19.987227926742996,103,147,750
19.991644090268483,103,146,751
19.999781728855496,103,145,752
20.008611647695922,103,144,753
20.037338750052626,102,145,753
20.04474088273664,102,144,754
20.051235703514788,102,143,755
20.10069405065255,102,142,756
20.13361042235188,102,141,757
20.142138166354812,101,142,757
20.1763904711972,101,141,758
20.247052919668338,101,140,759
20.26563762513884,101,139,760
20.291742766931726,101,138,761
20.33229172198094,101,137,762
20.352635803930262,101,136,763
20.366424110977487,101,135,764
20.36827898048893,101,134,765
20.41487376821997,100,135,765
20.416098153073353,100,134,766
20.428397706462317,99,135,766
20.430348967592412,99,134,767
20.453402271433795,99,133,768
20.520737697494596,99,132,769
20.66568751469052,99,131,770
20.674607504749375,99,130,771
20.704766608192436,98,131,771
20.74587961387771,98,130,772
20.74916963993973,98,129,773
20.79244028282037,97,130,773
20.796924377996273,97,129,774
20.80678991313433,97,128,775
20.824542986120445,97,127,776
20.84747719970309,96,128,776
20.850213090668937,96,127,777
20.884027135791573,96,126,778
20.936986935910724,96,125,779
20.941027717696404,95,126,779
20.950599356783492,95,125,780
20.99791243732708,95,124,781
21.025228345236442,95,123,782
21.031487605400965,95,122,783
21.053300624630648,95,121,784
21.08737281740452,95,120,785
21.175131058128937,95,119,786
21.1794793128814,94,120,786
21.22113264594547,94,119,787
21.235041288191855,94,118,788
21.241035987059604,94,117,789
21.25562433705307,94,116,790
21.338073901069897,94,115,791
21.356500892844654,94,114,792
21.37352651440004,94,113,793
21.392862893033364,93,114,793
21.404442759888987,92,115,793
21.412527983054996,92,114,794
21.42351401386818,91,115,794
21.436793288401752,91,114,795
21.439940181203756,91,113,796
21.443740512452948,91,112,797
21.486494118069775,91,111,798
21.542657830037765,91,110,799
21.575350756023383,91,109,800
21.575815815102903,91,108,801
21.59865315096704,91,107,802
21.648047754301533,91,106,803
21.64917241299658,90,107,803
21.671600154508024,90,106,804
21.68046064334585,90,105,805
21.695343804816737,90,104,806
21.695356024611947,90,103,807
21.746677015512788,90,102,808
21.82060258186307,90,101,809
21.84198785233969,90,100,810
21.862834516511295,89,101,810
21.879242238223604,88,102,810
21.889487186992003,87,103,810
21.90283060902152,87,102,811
22.020573956828006,87,101,812
22.062066781067813,87,100,813
22.120674480663062,87,99,814
22.152189475227043,87,98,815
22.18850875729622,87,97,816
22.26357591377033,87,96,817
22.296081923837693,87,95,818
22.302945714911264,87,94,819
22.34128238697772,87,93,820
22.347911893497535,87,92,821
22.393008548843234,87,91,822
22.393854854269186,87,90,823
22.41896160316761,87,89,824
22.4419254182939,87,88,825
22.520234623372538,86,89,825
22.553956964071826,86,88,826
22.582686497048623,86,87,827
22.615642955264626,85,88,827
22.640781902891714,85,87,828
22.666634405854023,85,86,829
22.676414190291453,85,85,830
22.688193128748072,85,84,831
22.724593606090163,85,83,832
22.764105808631452,85,82,833
22.764554587699326,85,81,834
22.79609240179416,85,80,835
22.80787544517477,85,79,836
22.819337674105952,85,78,837
22.905286561718594,85,77,838
22.978560907607918,84,78,838
23.00721331800812,84,77,839
23.0252113084807,84,76,840
23.074989004045833,84,75,841
23.094331596872337,84,74,842
23.208051089132702,84,73,843
23.341877994350376,84,72,844
23.74526695223314,84,71,845
23.74872288922698,84,70,846
23.769440982838322,84,69,847
23.860348477716848,84,68,848
23.91138206991561,84,67,849
24.041709455510812,84,66,850
24.05948111475365,84,65,851
24.089355997763438,84,64,852
24.13879267952795,84,63,853
24.147180786952433,83,64,853
24.161536451826407,83,63,854
24.218314594042674,83,62,855
24.24005929922622,83,61,856
24.27422702287251,83,60,857
24.3492873026878,83,59,858
24.46994091120821,83,58,859
24.646206571693526,83,57,860
24.838337031937655,83,56,861
25.095921827334355,82,57,861
25.103382059199262,82,56,862
25.156926514808347,82,55,863
25.159680792314546,82,54,864
25.162200019183175,82,53,865
25.180330633234675,81,54,865
25.20922258699063,81,53,866
25.289259774585105,81,52,867
25.37164432011292,80,53,867
25.824232446206224,80,52,868
25.91392776572831,80,51,869
25.951099768962436,80,50,870
25.960021918822616,80,49,871
25.968911778968838,80,48,872
25.983103798042126,79,49,872
25.983167633420535,79,48,873
26.06825003051364,79,47,874
26.236121811568236,79,46,875
26.2665286555994,78,47,875
26.354222064111877,78,46,876
26.458709024287693,78,45,877
26.514789453223994,78,44,878
26.624250285842,78,43,879
26.62858428212978,78,42,880
26.759923129106298,78,41,881
27.108262946509775,78,40,882
27.15431730679158,78,39,883
27.189897783739127,78,38,884
27.241727740382572,78,37,885
27.339787057290007,78,36,886
27.402222544888062,78,35,887
27.410447356657887,78,34,888
27.428553173871027,77,35,888
27.499443783187147,77,34,889
27.65841066980153,77,33,890
27.68611815250135,77,32,891
27.710882203154547,77,31,892
27.731402256280887,77,30,893
27.75315263456508,77,29,894
28.060796363281707,77,28,895
28.131288447597566,77,27,896
28.322241817697005,77,26,897
28.696919232752425,76,27,897
28.711849876975595,76,26,898
29.031801188180424,76,25,899
29.04181483011901,76,24,900
29.113489033697057,76,23,901
29.192692279903486,75,24,901
29.481283571781344,75,23,902
29.56207313507216,75,22,903
29.57706057927189,74,23,903
29.587225382771308,74,22,904
29.606648970890525,74,21,905
29.912865591637587,74,20,906
30.034290660781735,74,19,907
30.261269759520353,74,18,908
30.36608467572603,74,17,909
30.563323183472523,74,16,910
30.61360732463125,74,15,911
30.943988375694396,74,14,912
31.58341346969063,73,15,912
31.75921842563784,73,14,913
32.44572104378693,73,13,914
33.374147410825216,73,12,915
33.42102061576051,73,11,916
34.16277958907581,73,10,917
34.32266828960198,73,9,918
34.793056533704345,73,8,919
35.97794904829829,73,7,920
36.237572545684074,72,8,920
36.67999512509623,72,7,921
38.65475644685314,72,6,922
38.71114326611993,72,5,923
38.94118434821347,72,4,924
